基金代码,基金简称,2021-08-25-单位净值,2021-08-25-累计净值,2021-08-24-单位净值,2021-08-24-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
010533,广发恒信一年持有期混合C,,,1.0081,1.0081,,,开放申购,封闭期,0.00%
007986,嘉实致禄3个月定期纯债债券,,,1.0081,1.0510,,,暂停申购,暂停赎回,0.80%
009284,上银慧丰利债券,,,1.0081,1.0281,,,开放申购,开放赎回,0.08%
004319,国寿安保尊裕优化回报债券C,,,1.0080,1.1030,,,开放申购,开放赎回,0.00%
012230,华安众鑫90天滚动短债C,,,1.0080,1.0080,,,开放申购,开放赎回,0.00%
008721,华商鸿益一年定开债,,,1.0079,1.0423,,,暂停申购,暂停赎回,0.80%
009922,华夏鼎富债券A,,,1.0079,1.0444,,,限大额,开放赎回,0.80%
009923,华夏鼎富债券C,,,1.0079,1.0444,,,限大额,开放赎回,0.00%
012357,浦银安盛季季鑫90天滚动短债C,,,1.0079,1.0079,,,开放申购,封闭期,0.00%
011768,泰康合润混合C,,,1.0078,1.0078,,,开放申购,开放赎回,0.00%
003430,兴业中短债C,,,1.0077,1.0077,,,开放申购,开放赎回,0.00%
008765,中加瑞享纯债债券A,,,1.0076,1.0076,,,开放申购,开放赎回,0.40%
011943,工银瑞盛一年定开纯债债券发起式,,,1.0076,1.0076,,,暂停申购,暂停赎回,0.40%
010540,浙商智多金稳健一年持有C,,,1.0076,1.0076,,,开放申购,暂停赎回,0.00%
012278,国泰佳益混合C,,,1.0076,1.0076,,,开放申购,开放赎回,0.00%
011897,长城悦享回报债券A,,,1.0076,1.0076,,,开放申购,开放赎回,0.08%
011889,民生加银周期优选混合C,,,1.0075,1.0075,,,开放申购,开放赎回,0.00%
011946,建信裕丰利率债三个月定开债A,,,1.0075,1.0075,,,暂停申购,暂停赎回,0.40%
011954,广发汇荣三个月定开债券,,,1.0075,1.0138,,,封闭期,封闭期,0.60%
012465,上银慧嘉利债券,,,1.0075,1.0075,,,开放申购,开放赎回,0.80%
006941,国泰惠盈纯债债券,,,1.0074,1.0752,,,暂停申购,开放赎回,0.60%
006320,易方达安瑞短债C,,,1.0074,1.0794,,,开放申购,开放赎回,0.00%
012452,国泰利优30天滚动持有短债A,,,1.0074,1.0074,,,开放申购,开放赎回,0.035%
005556,汇安裕华定开债发起式,,,1.0072,1.1577,,,暂停申购,开放赎回,0.08%
012395,兴业60天滚动持有短债债券A,,,1.0072,1.0072,,,开放申购,开放赎回,0.40%
012453,国泰利优30天滚动持有短债C,,,1.0071,1.0071,,,开放申购,开放赎回,0.00%
012352,英大通惠多利债券A,,,1.0071,1.0071,,,开放申购,开放赎回,0.08%
011947,建信裕丰利率债三个月定开债C,,,1.0071,1.0071,,,暂停申购,暂停赎回,0.00%
009081,中信保诚嘉丰一年定开债发起式,,,1.0070,1.0304,,,暂停申购,暂停赎回,0.60%
012396,兴业60天滚动持有短债债券C,,,1.0069,1.0069,,,开放申购,开放赎回,0.00%
011898,长城悦享回报债券C,,,1.0069,1.0069,,,开放申购,开放赎回,0.00%
007554,财通恒利纯债,,,1.0068,1.0168,,,开放申购,开放赎回,0.08%
012648,鹏华稳泰30天滚动持有债券A,,,1.0068,1.0068,,,开放申购,开放赎回,0.035%
012290,中融恒益纯债债券A,,,1.0067,1.0067,,,暂停申购,开放赎回,0.06%
011500,九泰量化新兴产业,,,1.0066,1.0066,,,开放申购,开放赎回,1.50%
008111,银华信用精选18个月定开债,,,1.0065,1.0065,,,暂停申购,开放赎回,0.80%
012649,鹏华稳泰30天滚动持有债券C,,,1.0065,1.0065,,,开放申购,开放赎回,0.00%
008471,工银泰颐三年定开债券A,,,1.0062,1.0454,,,暂停申购,暂停赎回,0.045%
011000,兴华瑞丰混合C,,,1.0062,1.0062,,,开放申购,开放赎回,0.00%
166803,浙商惠民纯债A,,,1.0061,1.0061,,,开放申购,开放赎回,0.06%
013149,鹏华双债加利债券C,,,1.0061,1.0061,,,限大额,开放赎回,0.00%
001960,兴银瑞益,,,1.0060,1.1920,,,限大额,开放赎回,0.01%
012336,工银稳健回报60天持有期短债A,,,1.0059,1.0059,,,开放申购,开放赎回,0.04%
010258,淳厚稳悦债券A,,,1.0058,1.0058,,,暂停申购,开放赎回,0.80%
011919,恒越短债债券A,,,1.0057,1.0057,,,开放申购,开放赎回,0.04%
011386,鹏华红利优选混合,,,1.0056,1.0056,,,开放申购,开放赎回,1.50%
012907,鹏扬中证科创创业50指数A,,,1.0056,1.0056,,,开放申购,开放赎回,0.10%
010816,银华远兴一年持有期债券,,,1.0055,1.0055,,,开放申购,暂停赎回,0.08%
110005,易方达积极成长混合,,,1.0054,6.1380,,,限大额,开放赎回,0.15%
010597,创金合信景雯灵活配置混合A,,,1.0054,1.0054,,,开放申购,开放赎回,0.12%
011521,鹏扬景源一年持有混合A,,,1.0054,1.0054,,,开放申购,暂停赎回,0.10%
012337,工银稳健回报60天持有期短债C,,,1.0054,1.0054,,,开放申购,开放赎回,0.00%
010813,华安添益一年持有混合A,,,1.0053,1.0053,,,开放申购,暂停赎回,0.12%
011653,国泰鑫享稳健6个月债券A,,,1.0053,1.0053,,,开放申购,暂停赎回,0.08%
011920,恒越短债债券C,,,1.0053,1.0053,,,开放申购,开放赎回,0.00%
012908,鹏扬中证科创创业50指数C,,,1.0052,1.0052,,,开放申购,开放赎回,0.00%
007107,太平MSCI香港价值增强A,,,1.0051,1.0051,,,暂停申购,开放赎回,0.12%
008472,工银泰颐三年定开债券C,,,1.0051,1.0378,,,暂停申购,暂停赎回,0.00%
011298,易方达悦安一年持有债券A,,,1.0051,1.0051,,,暂停申购,封闭期,0.60%
011991,汇安泓利一年持有期混合A,,,1.0051,1.0051,,,开放申购,封闭期,0.80%
012451,国寿安保安恒金融债债券,,,1.0051,1.0051,,,开放申购,开放赎回,0.08%
003289,创金合信尊泰纯债债券,,,1.0050,1.0389,,,暂停申购,开放赎回,0.08%
009793,工银瑞益债券C,,,1.0050,1.0050,,,开放申购,开放赎回,0.00%
007716,嘉实致华纯债债券,,,1.0048,1.0379,,,开放申购,开放赎回,0.80%
010619,华安添利6个月债券A,,,1.0048,1.0048,,,开放申购,开放赎回,0.08%
011727,工银聚瑞混合A,,,1.0048,1.0048,,,开放申购,开放赎回,0.15%
005666,上银慧佳盈债券,,,1.0047,1.1344,,,暂停申购,开放赎回,0.80%
011115,海富通利率债债券A,,,1.0047,1.0047,,,开放申购,开放赎回,0.06%
011654,国泰鑫享稳健6个月债券C,,,1.0046,1.0046,,,开放申购,暂停赎回,0.00%
010817,国联安鑫稳3个月持有混合A,,,1.0045,1.0045,,,开放申购,开放赎回,0.08%
011359,长城优选添利一年混合A,,,1.0045,1.0045,,,开放申购,开放赎回,0.08%
011132,鹏扬沪深300质量成长低波动A,,,1.0044,1.0044,,,开放申购,开放赎回,0.12%
011779,易方达稳泰一年持有混合A,,,1.0044,1.0044,,,开放申购,封闭期,0.80%
011116,海富通利率债债券C,,,1.0044,1.0044,,,开放申购,开放赎回,0.00%
010730,银华心佳两年持有期混合,,,1.0043,1.0043,,,开放申购,暂停赎回,0.15%
013132,创金合信文娱媒体股票发起A,,,1.0043,1.0043,,,开放申购,开放赎回,0.15%
011360,长城优选添利一年混合C,,,1.0041,1.0041,,,开放申购,开放赎回,0.00%
013133,创金合信文娱媒体股票发起C,,,1.0041,1.0041,,,开放申购,开放赎回,0.00%
008711,宝盈盈顺纯债债券C,,,1.0040,1.0640,,,限大额,开放赎回,0.00%
690012,民生加银丰鑫债券,,,1.0040,1.0390,,,限大额,开放赎回,0.08%
011992,汇安泓利一年持有期混合C,,,1.0039,1.0039,,,开放申购,暂停赎回,0.00%
006980,国寿安保泰恒纯债债券,,,1.0038,1.0693,,,暂停申购,开放赎回,0.08%
011728,工银聚瑞混合C,,,1.0038,1.0038,,,开放申购,开放赎回,0.00%
010818,国联安鑫稳3个月持有混合C,,,1.0038,1.0038,,,开放申购,开放赎回,0.00%
005048,南华瑞扬纯债C,,,1.0037,1.0037,,,开放申购,开放赎回,0.00%
006931,泰康港股通TMT指数C,,,1.0037,1.0037,,,限大额,开放赎回,0.00%
011319,国泰上证综合ETF联接A,,,1.0037,1.0037,,,开放申购,开放赎回,0.10%
011534,万家民瑞祥明6个月持有混合A,,,1.0037,1.0037,,,限大额,封闭期,0.80%
166008,中欧增强回报债券(LOF)A,,,1.0036,1.5446,,,开放申购,开放赎回,0.08%
519785,交银境尚收益债券C,,,1.0036,1.1510,,,限大额,开放赎回,0.00%
011522,鹏扬景源一年持有混合C,,,1.0036,1.0036,,,开放申购,暂停赎回,0.00%
011383,富安达医药创新混合,,,1.0036,1.0036,,,开放申购,开放赎回,0.15%
011299,易方达悦安一年持有债券C,,,1.0036,1.0036,,,暂停申购,封闭期,0.00%
006788,金鹰添鑫定开债发起式,,,1.0035,1.0825,,,暂停申购,暂停赎回,0.80%
011295,信诚量化阿尔法股票C,,,1.0035,1.0035,,,开放申购,开放赎回,0.00%
010598,创金合信景雯灵活配置混合C,,,1.0034,1.0034,,,开放申购,开放赎回,0.00%
011133,鹏扬沪深300质量成长低波动C,,,1.0034,1.0034,,,开放申购,开放赎回,0.00%
011780,易方达稳泰一年持有混合C,,,1.0032,1.0032,,,开放申购,封闭期,0.00%
011310,中融恒阳纯债A,,,1.0032,1.0032,,,开放申购,开放赎回,0.06%
519784,交银境尚收益债券A,,,1.0031,1.1795,,,限大额,开放赎回,0.08%
008171,长城嘉裕六个月定开债A,,,1.0031,1.0431,,,暂停申购,暂停赎回,0.40%
008582,兴银聚丰债券,,,1.0031,1.0331,,,开放申购,开放赎回,0.04%
011304,工银创新成长混合A,,,1.0031,1.0031,,,开放申购,开放赎回,0.15%
010814,华安添益一年持有混合C,,,1.0030,1.0030,,,开放申购,暂停赎回,0.00%
501302,南方恒指ETF联接(LOF)A,,,1.0029,1.0029,,,开放申购,开放赎回,0.12%
161816,银华中证等权重90指数(LOF),,,1.0028,1.0028,,,开放申购,开放赎回,0.12%
011311,中融恒阳纯债C,,,1.0027,1.0027,,,开放申购,开放赎回,0.00%
010620,华安添利6个月债券C,,,1.0026,1.0026,,,开放申购,开放赎回,0.00%
011327,太平丰盈一年定开债券发起式,,,1.0024,1.0024,,,封闭期,封闭期,0.50%
011535,万家民瑞祥明6个月持有混合C,,,1.0024,1.0024,,,限大额,封闭期,0.00%
010582,中信建投中债3-5年政金债C,,,1.0023,1.0023,,,开放申购,开放赎回,0.00%
010836,国泰瑞泰纯债债券,,,1.0022,1.0022,,,暂停申购,开放赎回,0.60%
012938,创金合信尊泓债券A,,,1.0022,1.0022,,,开放申购,开放赎回,0.40%
012539,东方兴润债券A,,,1.0022,1.0022,,,开放申购,开放赎回,0.08%
012540,东方兴润债券C,,,1.0021,1.0021,,,开放申购,开放赎回,0.00%
011320,国泰上证综合ETF联接C,,,1.0020,1.0020,,,开放申购,开放赎回,0.00%
002977,广发中证全指可选消费联接C,,,1.0020,1.0020,,,开放申购,开放赎回,0.00%
012939,创金合信尊泓债券C,,,1.0020,1.0020,,,开放申购,开放赎回,0.00%
008095,中银亚太精选债券(QDII)人民币A,,,1.0019,1.0019,,,开放申购,开放赎回,0.08%
010848,渤海汇金兴荣一年定期开放债券,,,1.0016,1.0016,,,暂停申购,暂停赎回,0.80%
013068,博时双月享60天滚动持有债券A,,,1.0016,1.0016,,,开放申购,封闭期,0.30%
013069,博时双月享60天滚动持有债券C,,,1.0015,1.0015,,,开放申购,封闭期,0.00%
012196,招商品质生活混合A,,,1.0014,1.0014,,,开放申购,开放赎回,0.15%
012279,嘉实稳和6个月持有纯债A,,,1.0014,1.0014,,,开放申购,开放赎回,0.08%
013203,恒生前海恒祥纯债债券C,,,1.0014,1.0014,,,开放申购,开放赎回,0.00%
005990,申万菱信安泰惠利纯债C,,,1.0012,1.1392,,,暂停申购,开放赎回,0.00%
005936,申万菱信安泰惠利纯债A,,,1.0012,1.1411,,,暂停申购,开放赎回,0.08%
010373,西部利得聚兴一年定开混合A,,,1.0012,1.0012,,,暂停申购,暂停赎回,0.10%
009832,长城稳利纯债C,,,1.0012,1.0012,,,开放申购,开放赎回,0.00%
011504,上银丰益混合A,,,1.0012,1.0012,,,开放申购,开放赎回,0.08%
008433,凯石岐短债A,,,1.0011,1.0266,,,限大额,开放赎回,0.04%
011023,民生加银汇利混合,,,1.0011,1.0011,,,开放申购,开放赎回,0.60%
012280,嘉实稳和6个月持有纯债C,,,1.0011,1.0011,,,开放申购,开放赎回,0.00%
012161,安信招信一年持有混合A,,,1.0010,1.0010,,,开放申购,暂停赎回,0.04%
010603,长城中债5-10年国开债指数A,,,1.0010,1.0010,,,开放申购,开放赎回,0.40%
008434,凯石岐短债C,,,1.0009,1.0440,,,限大额,开放赎回,0.00%
010604,长城中债5-10年国开债指数C,,,1.0009,1.0009,,,开放申购,开放赎回,0.00%
008020,华富中证人工智能产业ETF联接A,,,1.0008,1.0008,,,开放申购,开放赎回,0.10%
009500,国寿安保高股息混合A,,,1.0008,1.0008,,,开放申购,开放赎回,0.15%
008719,德邦安顺混合A,,,1.0008,1.0008,,,开放申购,开放赎回,0.10%
008605,浙商惠民纯债C,,,1.0007,1.0007,,,开放申购,开放赎回,0.00%
008844,上投摩根中债1-3年国开债指数A,,,1.0007,1.0007,,,开放申购,开放赎回,0.50%
012750,上银慧鼎利债券,,,1.0007,1.0007,,,开放申购,开放赎回,0.80%
012296,银河兴益一年定开债券,,,1.0007,1.0007,,,封闭期,封闭期,0.60%
013202,恒生前海恒祥纯债债券A,,,1.0007,1.0007,,,开放申购,开放赎回,0.08%
010200,长信添利安心收益混合C,,,1.0006,1.0156,,,开放申购,开放赎回,0.00%
008845,上投摩根中债1-3年国开债指数C,,,1.0006,1.0006,,,开放申购,开放赎回,0.00%
012445,华富新能源股票型发起式,,,1.0005,1.0005,,,开放申购,开放赎回,0.15%
004781,泰信双债增利债券A,,,1.0004,1.0004,,,开放申购,开放赎回,0.08%
012403,东方中债1-5年政策性金融债A,,,1.0004,1.0004,,,开放申购,开放赎回,0.06%
010199,长信添利安心收益混合A,,,1.0002,1.0172,,,开放申购,开放赎回,0.80%
009831,长城稳利纯债A,,,1.0002,1.0002,,,开放申购,开放赎回,0.80%
012162,安信招信一年持有混合C,,,1.0002,1.0002,,,开放申购,暂停赎回,0.00%
010773,景顺长城泰阳回报混合A,,,1.0002,1.0002,,,开放申购,开放赎回,1.00%
010823,景顺长城顺安回报混合C,,,1.0002,1.0002,,,开放申购,开放赎回,0.00%
010822,景顺长城顺安回报混合A,,,1.0002,1.0002,,,开放申购,开放赎回,1.00%
008598,宝盈中债1-3年国开债A,,,1.0002,1.0002,,,开放申购,开放赎回,0.50%
008599,宝盈中债1-3年国开债C,,,1.0002,1.0002,,,开放申购,开放赎回,0.00%
010774,景顺长城泰阳回报混合C,,,1.0001,1.0001,,,开放申购,开放赎回,0.00%
012064,圆信永丰兴诺一年持有期混合,,,1.0001,1.0001,,,封闭期,封闭期,1.50%
519612,银河旺利混合I,,,1,1.1250,,,开放申购,开放赎回,0.00%
519647,银河鸿利混合I,,,1,1.16,,,开放申购,开放赎回,0.00%
519648,银河泰利纯债I,,,1,1.0264,,,开放申购,开放赎回,0.00%
000135,中信保诚嘉鸿债券C,,,1,1,,,暂停申购,开放赎回,0.00%
004912,中加纯债定开债券C,,,1,1,,,暂停申购,暂停赎回,0.00%
006368,交银裕祥纯债债券C,,,1,1,,,开放申购,开放赎回,0.00%
005973,交银裕如纯债债券C,,,1,1,,,开放申购,开放赎回,0.00%
006746,交银中债1-3年农发债指数C,,,1,1,,,暂停申购,暂停赎回,0.00%
006964,中加颐瑾定开债券C,,,1,1,,,暂停申购,暂停赎回,0.00%
011605,交银招享一年持有混合(FOF)A,,,1,1,,,暂停申购,暂停赎回,0.04%
011606,交银招享一年持有混合(FOF)C,,,1,1,,,暂停申购,暂停赎回,0.00%
011624,华夏卓享债券A,,,1,1,,,封闭期,封闭期,0.08%
012969,鹏华国证半导体芯片ETF联接A,,,1,1,,,暂停申购,暂停赎回,0.12%
012970,鹏华国证半导体芯片ETF联接C,,,1,1,,,暂停申购,暂停赎回,0.00%
013021,建信兴润一年持有混合,,,1,1,,,暂停申购,暂停赎回,0.15%
012917,平安优势领航1年持有混合A,,,1,1,,,暂停申购,暂停赎回,0.15%
013103,博时新能源主题混合A,,,1,1,,,封闭期,封闭期,0.15%
013104,博时新能源主题混合C,,,1,1,,,封闭期,封闭期,0.00%
011813,融通创新动力混合A,,,1,1,,,暂停申购,暂停赎回,0.15%
012918,平安优势领航1年持有混合C,,,1,1,,,暂停申购,暂停赎回,0.00%
012500,博时汇荣回报混合A,,,1,1,,,封闭期,封闭期,0.15%
012690,广发消费领先混合A,,,1,1,,,暂停申购,暂停赎回,0.15%
013026,银河量化价值混合C,,,1,1,,,开放申购,开放赎回,0.00%
011931,华夏时代前沿一年持有混合C,,,1,1,,,封闭期,封闭期,0.00%
012691,广发消费领先混合C,,,1,1,,,暂停申购,暂停赎回,0.00%
011930,华夏时代前沿一年持有混合A,,,1,1,,,封闭期,封闭期,0.15%
011625,华夏卓享债券C,,,1,1,,,封闭期,封闭期,0.00%
011814,融通创新动力混合C,,,1,1,,,暂停申购,暂停赎回,0.00%
012986,平安优势回报1年持有混合C,,,1,1,,,暂停申购,暂停赎回,0.00%
003184,财通中证ESG100指数增强C,,,1,1,,,开放申购,开放赎回,0.00%
012378,长盛安睿一年持有混合C,,,1,1,,,暂停申购,暂停赎回,0.00%
013302,招商中证科创创业50ETF联接A,,,1,1,,,暂停申购,暂停赎回,0.12%
013304,易方达中证科创创业50ETF联接A,,,1,1,,,暂停申购,暂停赎回,0.06%
013315,嘉实中证科创创业50ETF发起联接A,,,1,1,,,暂停申购,暂停赎回,0.10%
012735,财通资管中债1-3年国开债A,,,1,1,,,暂停申购,暂停赎回,0.06%
012832,南方中证新能源ETF联接C,,,1,1,,,暂停申购,暂停赎回,0.00%
012985,平安优势回报1年持有混合A,,,1,1,,,暂停申购,暂停赎回,0.12%
013316,嘉实中证科创创业50ETF发起联接C,,,1,1,,,暂停申购,暂停赎回,0.00%
011349,淳厚现代服务业股票A,,,1,1,,,暂停申购,暂停赎回,1.50%
013287,易方达优势价值一年持有混合(FOF)A,,,1,1,,,暂停申购,暂停赎回,0.12%
013314,富国中证科创创业50ETF联接C,,,1,1,,,暂停申购,暂停赎回,0.00%
011729,工银聚享混合A,,,1,1,,,封闭期,封闭期,1.50%
012736,财通资管中债1-3年国开债C,,,1,1,,,暂停申购,暂停赎回,0.00%
013288,易方达优势价值一年持有混合(FOF)C,,,1,1,,,暂停申购,暂停赎回,0.00%
013310,华夏科创创业50ETF联接A,,,1,1,,,封闭期,封闭期,0.12%
013305,易方达中证科创创业50ETF联接C,,,1,1,,,暂停申购,暂停赎回,0.00%
013311,华夏科创创业50ETF联接C,,,1,1,,,封闭期,封闭期,0.00%
012831,南方中证新能源ETF联接A,,,1,1,,,暂停申购,暂停赎回,0.12%
012377,长盛安睿一年持有混合A,,,1,1,,,暂停申购,暂停赎回,0.12%
013303,招商中证科创创业50ETF联接C,,,1,1,,,暂停申购,暂停赎回,0.00%
011730,工银聚享混合C,,,1,1,,,封闭期,封闭期,0.00%
013313,富国中证科创创业50ETF联接A,,,1,1,,,暂停申购,暂停赎回,0.12%
013057,泰信汇享利率债债券A,,,1,1,,,开放申购,开放赎回,0.04%
010527,景顺长城景泰优利一年定开纯债,,,1,1,,,暂停申购,暂停赎回,0.60%
011350,淳厚现代服务业股票C,,,1,1,,,暂停申购,暂停赎回,0.00%
012501,博时汇荣回报混合C,,,1,1,,,封闭期,封闭期,0.00%
008426,华安安敦债券A,,,0.9999,0.9999,,,开放申购,开放赎回,0.80%
010374,西部利得聚兴一年定开混合C,,,0.9999,0.9999,,,暂停申购,暂停赎回,0.00%
013058,泰信汇享利率债债券C,,,0.9999,0.9999,,,开放申购,开放赎回,0.00%
011505,上银丰益混合C,,,0.9998,0.9998,,,开放申购,开放赎回,0.00%
011111,华泰柏瑞行业严选混合A,,,0.9996,0.9996,,,开放申购,开放赎回,0.15%
012197,招商品质生活混合C,,,0.9995,0.9995,,,开放申购,开放赎回,0.00%
011536,惠升惠益混合A,,,0.9993,0.9993,,,开放申购,开放赎回,0.10%
012408,广发恒昌一年持有混合A,,,0.9989,0.9989,,,开放申购,封闭期,0.80%
008720,德邦安顺混合C,,,0.9988,0.9988,,,开放申购,开放赎回,0.00%
001889,中欧增强回报债券(LOF)E,,,0.9987,1.5460,,,开放申购,开放赎回,0.08%
011305,工银创新成长混合C,,,0.9987,0.9987,,,开放申购,开放赎回,0.00%
010605,创金合信鑫祥混合A,,,0.9987,0.9987,,,开放申购,开放赎回,0.12%
012409,广发恒昌一年持有混合C,,,0.9987,0.9987,,,开放申购,封闭期,0.00%
011525,中信保诚丰裕一年持有期混合A,,,0.9986,0.9986,,,限大额,封闭期,1.00%
012317,创金合信聚鑫债券A,,,0.9986,0.9986,,,开放申购,开放赎回,0.80%
011112,华泰柏瑞行业严选混合C,,,0.9985,0.9985,,,开放申购,开放赎回,0.00%
007446,中欧增强回报债券(LOF)C,,,0.9983,1.0692,,,开放申购,开放赎回,0.00%
011866,广发价值增长混合A,,,0.9982,0.9982,,,开放申购,开放赎回,0.15%
009501,国寿安保高股息混合C,,,0.9981,0.9981,,,开放申购,开放赎回,0.00%
011537,惠升惠益混合C,,,0.9981,0.9981,,,开放申购,开放赎回,0.00%
008541,西部利得新享混合A,,,0.9979,0.9979,,,开放申购,开放赎回,0.15%
010110,广发医药健康混合A,,,0.9979,0.9979,,,开放申购,开放赎回,0.15%
007108,太平MSCI香港价值增强C,,,0.9977,0.9977,,,暂停申购,开放赎回,0.00%
010869,汇添富稳健欣享一年持有混合,,,0.9976,0.9976,,,开放申购,暂停赎回,0.08%
110031,易方达恒生国企ETF联接A,,,0.9974,0.9974,,,开放申购,开放赎回,0.12%
011932,工银战略远见混合A,,,0.9972,0.9972,,,开放申购,开放赎回,0.15%
011867,广发价值增长混合C,,,0.9972,0.9972,,,开放申购,开放赎回,0.00%
008096,中银亚太精选债券(QDII)人民币C,,,0.9971,0.9971,,,开放申购,开放赎回,0.00%
007459,浙商惠睿纯债债券,,,0.9970,0.9970,,,暂停申购,开放赎回,0.08%
590002,中邮核心成长混合,,,0.9969,0.9969,,,开放申购,开放赎回,0.15%
011843,民生加银内核驱动混合A,,,0.9969,0.9969,,,开放申购,开放赎回,0.15%
008021,华富中证人工智能产业ETF联接C,,,0.9967,0.9967,,,开放申购,开放赎回,0.00%
011526,中信保诚丰裕一年持有期混合C,,,0.9967,0.9967,,,限大额,封闭期,0.00%
008542,西部利得新享混合C,,,0.9966,0.9966,,,开放申购,开放赎回,0.00%
011548,九泰久慧混合A,,,0.9966,0.9966,,,开放申购,开放赎回,1.50%
011017,鹏扬景明一年混合,,,0.9965,0.9965,,,开放申购,暂停赎回,0.10%
010765,国寿安保华丰混合A,,,0.9962,0.9962,,,开放申购,开放赎回,0.15%
011549,九泰久慧混合C,,,0.9962,0.9962,,,开放申购,开放赎回,0.00%
165524,信诚中证智能家居指数(LOF),,,0.9960,0.6530,,,开放申购,开放赎回,0.10%
006945,银河臻选多策略混合A,,,0.9960,0.9960,,,开放申购,开放赎回,0.08%
009502,国寿安保创新医药股票A,,,0.9957,0.9957,,,开放申购,开放赎回,0.15%
011844,民生加银内核驱动混合C,,,0.9957,0.9957,,,开放申购,开放赎回,0.00%
010606,创金合信鑫祥混合C,,,0.9953,0.9953,,,开放申购,开放赎回,0.00%
011933,工银战略远见混合C,,,0.9952,0.9952,,,开放申购,开放赎回,0.00%
011443,创金合信鑫瑞混合C,,,0.9951,0.9951,,,开放申购,开放赎回,0.00%
011442,创金合信鑫瑞混合A,,,0.9951,0.9951,,,开放申购,开放赎回,0.12%
000950,易方达沪深300非银联接A,,,0.9948,0.9948,,,开放申购,开放赎回,0.10%
010111,广发医药健康混合C,,,0.9946,0.9946,,,开放申购,开放赎回,0.00%
010766,国寿安保华丰混合C,,,0.9946,0.9946,,,开放申购,开放赎回,0.00%
008387,银河臻选多策略混合C,,,0.9941,0.9941,,,开放申购,开放赎回,0.00%
009503,国寿安保创新医药股票C,,,0.9936,0.9936,,,开放申购,开放赎回,0.00%
010678,中欧均衡成长混合A,,,0.9936,0.9936,,,开放申购,开放赎回,0.15%
009929,南方创新驱动混合A,,,0.9933,0.9933,,,开放申购,开放赎回,0.15%
007443,浙商汇金聚盈中短债C,,,0.9933,1.0243,,,开放申购,开放赎回,0.00%
005142,中融沪港深大消费主题A,,,0.9928,0.9928,,,开放申购,开放赎回,0.15%
007882,易方达沪深300非银联接C,,,0.9927,0.9927,,,开放申购,开放赎回,0.00%
012302,浦银安盛鑫福混合A,,,0.9923,0.9923,,,开放申购,开放赎回,0.80%
160607,鹏华价值优势混合(LOF),,,0.9920,5.7830,,,开放申购,开放赎回,0.15%
010879,南方宝升混合A,,,0.9919,0.9919,,,开放申购,开放赎回,0.12%
011856,安信均衡成长18个月持有混合A,,,0.9918,0.9918,,,开放申购,暂停赎回,0.15%
010861,长信企业优选一年持有混合,,,0.9916,0.9916,,,开放申购,暂停赎回,0.12%
012434,银华多元回报一年持有期混合,,,0.9916,0.9916,,,开放申购,暂停赎回,0.15%
012303,浦银安盛鑫福混合C,,,0.9914,0.9914,,,开放申购,开放赎回,0.00%
012358,汇丰晋信医疗先锋混合A,,,0.9913,0.9913,,,暂停申购,暂停赎回,0.15%
011975,广发均衡回报混合A,,,0.9911,0.9911,,,开放申购,开放赎回,0.15%
011435,中欧研究精选混合A,,,0.9910,0.9910,,,开放申购,开放赎回,0.15%
010680,华夏新兴成长股票A,,,0.9907,0.9907,,,开放申购,开放赎回,0.15%
012359,汇丰晋信医疗先锋混合C,,,0.9907,0.9907,,,暂停申购,暂停赎回,0.00%
011976,广发均衡回报混合C,,,0.9904,0.9904,,,开放申购,开放赎回,0.00%
011857,安信均衡成长18个月持有混合C,,,0.9901,0.9901,,,开放申购,暂停赎回,0.00%
163113,申万菱信中证申万证券行业指数,,,0.99,2.0289,,,开放申购,开放赎回,0.12%
860055,光大阳光优选一年持有混合B,,,0.9894,0.9894,,,开放申购,开放赎回,0.15%
010644,富国全球健康生活主题混合(QDII)人民币,,,0.9893,0.9893,,,开放申购,开放赎回,0.15%
011532,工银聚丰混合A,,,0.9892,0.9892,,,开放申购,开放赎回,0.15%
005659,南方恒指ETF联接C,,,0.9891,0.9891,,,开放申购,开放赎回,0.00%
011078,诺德品质消费6个月持有混合,,,0.9889,0.9889,,,开放申购,开放赎回,0.15%
010795,民生价值发现一年持有混合A,,,0.9885,0.9885,,,开放申购,暂停赎回,0.15%
519956,长信睿进混合C,,,0.9883,0.9883,,,暂停申购,开放赎回,0.00%
007337,汇安嘉盛纯债债券C,,,0.9882,0.9882,,,暂停申购,开放赎回,0.00%
010880,南方宝升混合C,,,0.9882,0.9882,,,开放申购,开放赎回,0.00%
011533,工银聚丰混合C,,,0.9882,0.9882,,,开放申购,开放赎回,0.00%
010679,中欧均衡成长混合C,,,0.9881,0.9881,,,开放申购,开放赎回,0.00%
006181,格林伯锐灵活配置A,,,0.9880,0.9880,,,限大额,开放赎回,0.12%
008838,德邦量化对冲混合A,,,0.9879,0.9879,,,开放申购,开放赎回,0.15%
011436,中欧研究精选混合C,,,0.9877,0.9877,,,开放申购,开放赎回,0.00%
012550,华宝中证电子50ETF联接A,,,0.9876,0.9876,,,开放申购,开放赎回,0.10%
009930,南方创新驱动混合C,,,0.9875,0.9875,,,开放申购,开放赎回,0.00%
012551,华宝中证电子50ETF联接C,,,0.9874,0.9874,,,开放申购,开放赎回,0.00%
